[7823, 8211] 102
[28378, 28009] 216
[28619, 28009] 284
[32792, 28009] 366
[33414, 28009] 504
[30162, 28009] 382
[28748, 28009] 220
[32062, 28009] 396
[30155, 28009] 384
[30329, 28009] 274
[30892, 28009] 218
[32020, 28009] 296
[31998, 28009] 248
[32202, 28009] 392
[25351, 28009] 656
[26326, 28009] 742
[27443, 28009] 730
[32562, 28009] 1152
[32746, 28009] 1176
[24027, 28236] 242
[25118, 28236] 208
[26039, 28236] 134
[28002, 28236] 56
[28229, 28236] 30
[22136, 28236] 212
[23295, 28236] 252
[24131, 28236] 208
[20079, 28236] 346
[21061, 28236] 212
[20745, 28236] 292
[20627, 28236] 262
[21300, 28236] 218
[20231, 28236] 266
[18954, 28236] 382
[19484, 28236] 352
[20156, 28236] 286
[21241, 28236] 238
[28378, 28236] 218
[28619, 28236] 258
[32792, 28236] 340
[33414, 28236] 478
[30162, 28236] 356
[28748, 28236] 194
[32062, 28236] 370
[30155, 28236] 358
[30329, 28236] 248
[30892, 28236] 192
[32020, 28236] 270
[31998, 28236] 222
[32202, 28236] 366
[25351, 28236] 642
[26326, 28236] 728
[27443, 28236] 716
[32562, 28236] 1138
[32746, 28236] 1162
[25118, 24027] 74
[26039, 24027] 128
[28002, 24027] 226
[28229, 24027] 252
[22136, 24027] 142
[23295, 24027] 78
[24131, 24027] 182
[20079, 24027] 280
[21061, 24027] 166
[20745, 24027] 258
[20627, 24027] 228
[21300, 24027] 184
[20231, 24027] 232
[18954, 24027] 316
[19484, 24027] 286
[20156, 24027] 220
[21241, 24027] 172
[28378, 24027] 200
[28619, 24027] 480
[32792, 24027] 562
[33414, 24027] 700
[30162, 24027] 410
[28748, 24027] 416
[32062, 24027] 424
[30155, 24027] 412
[30329, 24027] 302
[30892, 24027] 414
[32020, 24027] 324
[31998, 24027] 276
[32202, 24027] 420
[25351, 24027] 648
[26326, 24027] 734
[27443, 24027] 722
[32562, 24027] 1144
[32746, 24027] 1168
[26039, 25118] 94
[28002, 25118] 192
[28229, 25118] 218
[22136, 25118] 176
[23295, 25118] 112
[24131, 25118] 216
[20079, 25118] 314
[21061, 25118] 200
[20745, 25118] 292
[20627, 25118] 262
[21300, 25118] 218
[20231, 25118] 266
[18954, 25118] 350
[19484, 25118] 320
[20156, 25118] 254
[21241, 25118] 206
[28378, 25118] 166
[28619, 25118] 446
[32792, 25118] 528
[33414, 25118] 666
[30162, 25118] 376
[28748, 25118] 382
[32062, 25118] 390
[30155, 25118] 378
[30329, 25118] 268
[30892, 25118] 380
[32020, 25118] 290
[31998, 25118] 242
[32202, 25118] 386
[25351, 25118] 682
[26326, 25118] 768
[27443, 25118] 756
[32562, 25118] 1178
[32746, 25118] 1202
[28002, 26039] 118
[28229, 26039] 144
[22136, 26039] 186
[23295, 26039] 166
[24131, 26039] 194
[20079, 26039] 320
[21061, 26039] 186
[20745, 26039] 278
[20627, 26039] 248
[21300, 26039] 204
[20231, 26039] 252
[18954, 26039] 356
[19484, 26039] 326
[20156, 26039] 260
[21241, 26039] 212
[28378, 26039] 160
[28619, 26039] 372
[32792, 26039] 454
[33414, 26039] 592
[30162, 26039] 370
[28748, 26039] 308
[32062, 26039] 384
[30155, 26039] 372
[30329, 26039] 262
[30892, 26039] 306
[32020, 26039] 284
[31998, 26039] 236
[32202, 26039] 380
[25351, 26039] 668
[26326, 26039] 754
[27443, 26039] 742
[32562, 26039] 1164
[32746, 26039] 1188
[28229, 28002] 50
[22136, 28002] 196
[23295, 28002] 236
[24131, 28002] 184
[20079, 28002] 330
[21061, 28002] 196
[20745, 28002] 268
[20627, 28002] 238
[21300, 28002] 194
[20231, 28002] 242
[18954, 28002] 366
[19484, 28002] 336
[20156, 28002] 270
[21241, 28002] 222
[28378, 28002] 230
[28619, 28002] 278
[32792, 28002] 360
[33414, 28002] 498
[30162, 28002] 392
[28748, 28002] 214
[32062, 28002] 406
[30155, 28002] 394
[30329, 28002] 284
[30892, 28002] 212
[32020, 28002] 306
[31998, 28002] 258
[32202, 28002] 402
[25351, 28002] 658
[26326, 28002] 744
[27443, 28002] 732
[32562, 28002] 1154
[32746, 28002] 1178
[22136, 28229] 222
[23295, 28229] 262
[24131, 28229] 210
[20079, 28229] 356
[21061, 28229] 222
[20745, 28229] 294
[20627, 28229] 264
[21300, 28229] 220
[20231, 28229] 268
[18954, 28229] 392
[19484, 28229] 362
[20156, 28229] 296
[21241, 28229] 248
[28378, 28229] 228
[28619, 28229] 252
[32792, 28229] 334
[33414, 28229] 472
[30162, 28229] 366
[28748, 28229] 188
[32062, 28229] 380
[30155, 28229] 368
[30329, 28229] 258
[30892, 28229] 186
[32020, 28229] 280
[31998, 28229] 232
[32202, 28229] 376
[25351, 28229] 636
[26326, 28229] 722
[27443, 28229] 710
[32562, 28229] 1132
[32746, 28229] 1156
[23295, 22136] 96
[24131, 22136] 96
[20079, 22136] 170
[21061, 22136] 56
[20745, 22136] 148
[20627, 22136] 118
[21300, 22136] 74
[20231, 22136] 122
[18954, 22136] 206
[19484, 22136] 176
[20156, 22136] 110
[21241, 22136] 62
[28378, 22136] 302
[28619, 22136] 450
[32792, 22136] 532
[33414, 22136] 670
[30162, 22136] 512
[28748, 22136] 386
[32062, 22136] 526
[30155, 22136] 514
[30329, 22136] 404
[30892, 22136] 384
[32020, 22136] 426
[31998, 22136] 378
[32202, 22136] 522
[25351, 22136] 538
[26326, 22136] 624
[27443, 22136] 612
[32562, 22136] 1034
[32746, 22136] 1058
[24131, 23295] 136
[20079, 23295] 234
[21061, 23295] 120
[20745, 23295] 212
[20627, 23295] 182
[21300, 23295] 138
[20231, 23295] 186
[18954, 23295] 270
[19484, 23295] 240
[20156, 23295] 174
[21241, 23295] 126
[28378, 23295] 238
[28619, 23295] 490
[32792, 23295] 572
[33414, 23295] 710
[30162, 23295] 448
[28748, 23295] 426
[32062, 23295] 462
[30155, 23295] 450
[30329, 23295] 340
[30892, 23295] 424
[32020, 23295] 362
[31998, 23295] 314
[32202, 23295] 458
[25351, 23295] 602
[26326, 23295] 688
[27443, 23295] 676
[32562, 23295] 1098
[32746, 23295] 1122
[20079, 24131] 230
[21061, 24131] 96
[20745, 24131] 168
[20627, 24131] 138
[21300, 24131] 94
[20231, 24131] 142
[18954, 24131] 266
[19484, 24131] 236
[20156, 24131] 170
[21241, 24131] 122
[28378, 24131] 334
[28619, 24131] 438
[32792, 24131] 520
[33414, 24131] 658
[30162, 24131] 544
[28748, 24131] 374
[32062, 24131] 558
[30155, 24131] 546
[30329, 24131] 436
[30892, 24131] 372
[32020, 24131] 458
[31998, 24131] 410
[32202, 24131] 554
[25351, 24131] 558
[26326, 24131] 644
[27443, 24131] 632
[32562, 24131] 1054
[32746, 24131] 1078
[21061, 20079] 162
[20745, 20079] 254
[20627, 20079] 224
[21300, 20079] 192
[20231, 20079] 228
[18954, 20079] 64
[19484, 20079] 34
[20156, 20079] 76
[21241, 20079] 132
[28378, 20079] 440
[28619, 20079] 584
[32792, 20079] 666
[33414, 20079] 804
[30162, 20079] 650
[28748, 20079] 520
[32062, 20079] 664
[30155, 20079] 652
[30329, 20079] 542
[30892, 20079] 518
[32020, 20079] 564
[31998, 20079] 516
[32202, 20079] 660
[25351, 20079] 644
[26326, 20079] 730
[27443, 20079] 718
[32562, 20079] 1140
[32746, 20079] 1164
[20745, 21061] 108
[20627, 21061] 78
[21300, 21061] 58
[20231, 21061] 82
[18954, 21061] 198
[19484, 21061] 168
[20156, 21061] 102
[21241, 21061] 54
[28378, 21061] 326
[28619, 21061] 446
[32792, 21061] 532
[33414, 21061] 670
[30162, 21061] 536
[28748, 21061] 386
[32062, 21061] 550
[30155, 21061] 538
[30329, 21061] 428
[30892, 21061] 384
[32020, 21061] 450
[31998, 21061] 402
[32202, 21061] 546
[25351, 21061] 498
[26326, 21061] 584
[27443, 21061] 572
[32562, 21061] 994
[32746, 21061] 1018
[20627, 20745] 46
[21300, 20745] 114
[20231, 20745] 66
[18954, 20745] 290
[19484, 20745] 260
[20156, 20745] 194
[21241, 20745] 146
[28378, 20745] 418
[28619, 20745] 350
[32792, 20745] 492
[33414, 20745] 630
[30162, 20745] 628
[28748, 20745] 410
[32062, 20745] 642
[30155, 20745] 630
[30329, 20745] 520
[30892, 20745] 408
[32020, 20745] 542
[31998, 20745] 494
[32202, 20745] 638
[25351, 20745] 402
[26326, 20745] 488
[27443, 20745] 476
[32562, 20745] 898
[32746, 20745] 922
[21300, 20627] 84
[20231, 20627] 48
[18954, 20627] 260
[19484, 20627] 230
[20156, 20627] 164
[21241, 20627] 116
[28378, 20627] 388
[28619, 20627] 384
[32792, 20627] 526
[33414, 20627] 664
[30162, 20627] 598
[28748, 20627] 428
[32062, 20627] 612
[30155, 20627] 600
[30329, 20627] 490
[30892, 20627] 426
[32020, 20627] 512
[31998, 20627] 464
[32202, 20627] 608
[25351, 20627] 436
[26326, 20627] 522
[27443, 20627] 510
[32562, 20627] 932
[32746, 20627] 956
[20231, 21300] 88
[18954, 21300] 228
[19484, 21300] 198
[20156, 21300] 132
[21241, 21300] 84
[28378, 21300] 344
[28619, 21300] 448
[32792, 21300] 530
[33414, 21300] 668
[30162, 21300] 554
[28748, 21300] 384
[32062, 21300] 568
[30155, 21300] 556
[30329, 21300] 446
[30892, 21300] 382
[32020, 21300] 468
[31998, 21300] 420
[32202, 21300] 564
[25351, 21300] 504
[26326, 21300] 590
[27443, 21300] 578
[32562, 21300] 1000
[32746, 21300] 1024
[18954, 20231] 264
[19484, 20231] 234
[20156, 20231] 168
[21241, 20231] 120
[28378, 20231] 392
[28619, 20231] 404
[32792, 20231] 546
[33414, 20231] 684
[30162, 20231] 602
[28748, 20231] 432
[32062, 20231] 616
[30155, 20231] 604
[30329, 20231] 494
[30892, 20231] 430
[32020, 20231] 516
[31998, 20231] 468
[32202, 20231] 612
[25351, 20231] 456
[26326, 20231] 542
[27443, 20231] 530
[32562, 20231] 952
[32746, 20231] 976
[19484, 18954] 46
[20156, 18954] 112
[21241, 18954] 168
[28378, 18954] 476
[28619, 18954] 620
[32792, 18954] 702
[33414, 18954] 840
[30162, 18954] 686
[28748, 18954] 556
[32062, 18954] 700
[30155, 18954] 688
[30329, 18954] 578
[30892, 18954] 554
[32020, 18954] 600
[31998, 18954] 552
[32202, 18954] 696
[25351, 18954] 680
[26326, 18954] 766
[27443, 18954] 754
[32562, 18954] 1176
[32746, 18954] 1200
[20156, 19484] 82
[21241, 19484] 138
[28378, 19484] 446
[28619, 19484] 590
[32792, 19484] 672
[33414, 19484] 810
[30162, 19484] 656
[28748, 19484] 526
[32062, 19484] 670
[30155, 19484] 658
[30329, 19484] 548
[30892, 19484] 524
[32020, 19484] 570
[31998, 19484] 522
[32202, 19484] 666
[25351, 19484] 650
[26326, 19484] 736
[27443, 19484] 724
[32562, 19484] 1146
[32746, 19484] 1170
[21241, 20156] 72
[28378, 20156] 380
[28619, 20156] 524
[32792, 20156] 606
[33414, 20156] 744
[30162, 20156] 590
[28748, 20156] 460
[32062, 20156] 604
[30155, 20156] 592
[30329, 20156] 482
[30892, 20156] 458
[32020, 20156] 504
[31998, 20156] 456
[32202, 20156] 600
[25351, 20156] 584
[26326, 20156] 670
[27443, 20156] 658
[32562, 20156] 1080
[32746, 20156] 1104
[28378, 21241] 332
[28619, 21241] 476
[32792, 21241] 558
[33414, 21241] 696
[30162, 21241] 542
[28748, 21241] 412
[32062, 21241] 556
[30155, 21241] 544
[30329, 21241] 434
[30892, 21241] 410
[32020, 21241] 456
[31998, 21241] 408
[32202, 21241] 552
[25351, 21241] 536
[26326, 21241] 622
[27443, 21241] 610
[32562, 21241] 1032
[32746, 21241] 1056
[28619, 28378] 392
[32792, 28378] 458
[33414, 28378] 596
[30162, 28378] 226
[28748, 28378] 328
[32062, 28378] 240
[30155, 28378] 228
[30329, 28378] 118
[30892, 28378] 310
[32020, 28378] 140
[31998, 28378] 92
[32202, 28378] 236
[25351, 28378] 776
[26326, 28378] 862
[27443, 28378] 850
[32562, 28378] 1272
[32746, 28378] 1296
[32792, 28619] 202
[33414, 28619] 340
[30162, 28619] 530
[28748, 28619] 132
[32062, 28619] 544
[30155, 28619] 532
[30329, 28619] 422
[30892, 28619] 130
[32020, 28619] 444
[31998, 28619] 396
[32202, 28619] 540
[25351, 28619] 456
[26326, 28619] 542
[27443, 28619] 530
[32562, 28619] 952
[32746, 28619] 976
[33414, 32792] 190
[30162, 32792] 596
[28748, 32792] 218
[32062, 32792] 610
[30155, 32792] 598
[30329, 32792] 488
[30892, 32792] 188
[32020, 32792] 510
[31998, 32792] 462
[32202, 32792] 606
[25351, 32792] 598
[26326, 32792] 684
[27443, 32792] 672
[32562, 32792] 1094
[32746, 32792] 1118
[30162, 33414] 734
[28748, 33414] 356
[32062, 33414] 748
[30155, 33414] 736
[30329, 33414] 626
[30892, 33414] 326
[32020, 33414] 648
[31998, 33414] 600
[32202, 33414] 744
[25351, 33414] 736
[26326, 33414] 822
[27443, 33414] 810
[32562, 33414] 1232
[32746, 33414] 1256
[28748, 30162] 466
[32062, 30162] 98
[30155, 30162] 14
[30329, 30162] 172
[30892, 30162] 448
[32020, 30162] 198
[31998, 30162] 206
[32202, 30162] 94
[25351, 30162] 914
[26326, 30162] 1000
[27443, 30162] 988
[32562, 30162] 1410
[32746, 30162] 1434
[32062, 28748] 480
[30155, 28748] 468
[30329, 28748] 358
[30892, 28748] 70
[32020, 28748] 380
[31998, 28748] 332
[32202, 28748] 476
[25351, 28748] 516
[26326, 28748] 602
[27443, 28748] 590
[32562, 28748] 1012
[32746, 28748] 1036
[30155, 32062] 100
[30329, 32062] 186
[30892, 32062] 462
[32020, 32062] 176
[31998, 32062] 184
[32202, 32062] 28
[25351, 32062] 928
[26326, 32062] 1014
[27443, 32062] 1002
[32562, 32062] 1424
[32746, 32062] 1448
[30329, 30155] 174
[30892, 30155] 450
[32020, 30155] 200
[31998, 30155] 208
[32202, 30155] 96
[25351, 30155] 916
[26326, 30155] 1002
[27443, 30155] 990
[32562, 30155] 1412
[32746, 30155] 1436
[30892, 30329] 340
[32020, 30329] 90
[31998, 30329] 98
[32202, 30329] 182
[25351, 30329] 806
[26326, 30329] 892
[27443, 30329] 880
[32562, 30329] 1302
[32746, 30329] 1326
[32020, 30892] 362
[31998, 30892] 314
[32202, 30892] 458
[25351, 30892] 514
[26326, 30892] 600
[27443, 30892] 588
[32562, 30892] 1010
[32746, 30892] 1034
[31998, 32020] 72
[32202, 32020] 172
[25351, 32020] 828
[26326, 32020] 914
[27443, 32020] 902
[32562, 32020] 1324
[32746, 32020] 1348
[32202, 31998] 180
[25351, 31998] 780
[26326, 31998] 866
[27443, 31998] 854
[32562, 31998] 1276
[32746, 31998] 1300
[25351, 32202] 924
[26326, 32202] 1010
[27443, 32202] 998
[32562, 32202] 1420
[32746, 32202] 1444
[26326, 25351] 110
[27443, 25351] 98
[32562, 25351] 520
[32746, 25351] 544
[27443, 26326] 76
[32562, 26326] 474
[32746, 26326] 498
[32562, 27443] 462
[32746, 27443] 486
[32746, 32562] 56
